sig50Rvs50OM,sigExp,sig50OM,sig90Reward,RPEsign,EXPsign,sig50R,OM50sign,Rewardsign,pureReward,pureExp,RPE,pureRewardWithCue,pureExpDir,pureRPEDir,brainArea,mixed,other
0,1,1,1,0,2,1,1,0,0,1,0,0,2,0,Striatum,0,0
0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,Striatum,0,0
0,0,1,1,1,0,1,-1,1,0,0,0,0,0,1,Striatum,0,1
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Striatum,0,1
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,Striatum,0,1
0,0,1,1,1,0,1,-1,1,0,0,0,0,0,1,Striatum,0,1
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,Striatum,0,1
0,0,1,1,1,0,1,-1,1,0,0,0,0,0,1,RMTg,0,1
1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,DA,0,0
0,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,Striatum,0,1
0,0,1,1,0,1,1,-1,1,0,1,0,0,1,0,Striatum,0,0
1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,Striatum,0,0
0,0,1,0,0,1,0,-1,1,0,0,0,0,0,0,Striatum,0,1
0,0,1,1,2,0,1,1,0,0,0,0,0,0,2,VTA3,0,1
1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,VTA2,0,0
1,1,1,1,0,1,1,-1,1,0,0,0,0,0,0,VTA2,1,0
1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,DA,0,0
1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,DA,1,0
1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,DA,0,0
1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,DA,0,0
1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,VTA3,1,0
1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,DA,0,0
0,1,1,1,1,0,1,-1,1,0,0,1,0,0,0,VTA2,0,1
1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,VTA3,1,0
0,0,1,1,2,0,1,1,0,0,0,0,0,0,2,VTA3,0,1
1,1,1,1,0,1,1,-1,1,0,0,0,0,0,0,VTA2,1,0
1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,DA,0,0
1,1,1,1,1,0,1,-1,1,0,0,1,0,0,0,VTA2,0,0
1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,DA,0,0
1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,DA,0,0
0,0,1,1,2,0,1,1,0,0,0,0,0,0,2,VTA3,0,1
0,0,1,1,2,0,1,1,0,0,0,0,0,0,2,VTA3,0,1
1,0,1,1,1,0,1,-1,1,0,0,0,0,0,1,VTA2,1,0
1,0,1,1,1,0,1,-1,1,0,0,0,0,0,1,VTA2,1,0
1,0,1,1,1,0,1,-1,1,0,0,0,0,0,1,VTA2,1,0
1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,DA,0,0
1,1,1,1,1,0,1,-1,1,0,0,1,0,0,0,VTA2,0,0
0,0,1,1,0,2,1,1,0,0,1,0,0,2,0,VTA3,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,VP,0,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,VP,0,1
1,0,0,1,2,0,1,0,0,1,0,0,0,0,2,PPTg_an,0,0
1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,LH_an,0,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,PPTg_an,0,1
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,PPTg_an,0,1
0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,PPTg_an,0,1
1,0,1,1,1,0,1,-1,1,0,0,0,0,0,1,PPTg_an,1,0
1,0,1,1,0,1,1,-1,1,0,0,0,0,0,0,PPTg_an,1,0
1,0,1,1,0,1,1,-1,1,0,0,0,0,0,0,PPTg_an,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPTg_an,0,1
1,1,1,1,1,0,1,-1,1,0,0,1,0,0,0,PPTg_an,0,0
1,0,1,1,0,1,1,-1,1,0,0,0,0,0,0,VS,1,0
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,VS,0,1
0,1,1,1,1,0,1,-1,1,0,0,1,0,0,0,PPTg,0,1
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,PPTg,0,1
0,0,1,1,0,2,1,1,0,0,1,0,0,2,0,VS,0,0
0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,VS,0,1
1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,VP,0,0
1,0,1,1,1,0,1,-1,1,0,0,0,0,0,1,VP,1,0
1,0,1,1,1,0,1,-1,1,0,0,0,0,0,1,VP,1,0
0,0,1,1,0,1,1,-1,1,0,1,0,0,1,0,VP,0,0
1,1,1,1,1,0,1,-1,1,0,0,1,0,0,0,VP,0,0
1,1,1,1,1,0,1,-1,1,0,0,1,0,0,0,LH_an,0,0
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LH_an,0,0
1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,STh,0,0
0,0,0,1,2,0,1,0,0,0,0,0,0,0,2,STh,0,1
1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,STh,0,0
1,0,1,1,0,1,1,-1,1,0,0,0,0,0,0,LH_po,1,0
0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,LH_po,0,1
0,0,1,1,2,0,1,1,0,0,0,0,0,0,2,LH_po,0,1
0,0,0,1,0,2,1,0,0,0,1,0,0,2,0,VP,0,0
0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,VP,0,0
1,0,0,1,0,2,1,0,0,1,0,0,1,0,0,VP,0,0
0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,VS,0,0
